Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,34,0,0,0,100809.99,0
France,Male,31,129743.75,1,0,109145.2,0
Spain,Male,32,0,0,1,91167.19,1
Germany,Male,41,151191.31,1,0,175295.89,1
Germany,Male,32,102630.13,1,1,127433.47,0
France,Female,57,114023.64,1,1,71167.17,1
Germany,Male,41,124227.14,1,1,111184.67,0
France,Female,23,0,1,1,141756.32,0
Spain,Male,35,80285.16,1,0,72678.75,1
France,Male,31,175477.15,1,1,172832.9,0
France,Female,29,132144.35,1,0,158086.33,0
Germany,Male,47,136911.07,1,1,168184.62,1
Germany,Male,31,133299.67,1,1,72950.14,0
France,Male,39,0,1,0,48378.4,0
Germany,Male,42,117691,1,1,23135.65,1
France,Male,35,0,1,0,65675.47,0
France,Male,46,0,1,0,170676.67,0
Germany,Female,37,133199.71,1,1,27366.77,0
Spain,Male,51,135506.58,1,1,152479.64,1
Germany,Male,33,127154.14,0,1,105383.49,0
Spain,Male,39,0,1,1,48189.94,0
Germany,Female,42,49508.79,1,1,100324.01,0
France,Male,41,0,1,1,65657.29,0
France,Female,62,75051.49,0,0,17682.02,1
Spain,Male,52,123925.23,0,0,111342.66,1
France,Male,41,0,0,1,134158.09,1
France,Male,33,153819.58,1,0,79176.09,1
Spain,Female,39,0,1,1,83103.46,0
Spain,Male,30,0,0,1,63908.86,0
Spain,Female,23,70417.79,0,1,90896.04,0
Spain,Male,38,111484.88,1,1,76076.2,0
Spain,Male,38,146343.98,0,1,103902.11,0
France,Male,72,160541,1,1,142223.94,0
Germany,Male,27,130274.26,1,0,147533.09,0
France,Female,21,98993.02,1,1,169156.64,0
Spain,Male,36,0,1,0,141242.57,0
Germany,Male,32,141827.33,1,1,149458.73,0
France,Female,40,110054.45,1,1,86950.72,0
France,Male,28,0,1,1,176925.69,0
Spain,Male,28,0,1,0,40357.39,0
Germany,Female,36,98088.09,0,1,26687.22,1
France,Male,48,118317.27,0,0,78702.98,1
Spain,Male,22,0,1,0,176163.74,0
Germany,Male,54,99774.5,0,0,4896.11,1
France,Female,32,0,0,0,114899.13,0
France,Female,38,0,0,0,92220.12,1
Spain,Female,27,133806.54,1,0,6251.3,0
Spain,Male,44,0,1,0,43018.82,1
France,Male,32,124993.29,1,1,27548.06,0
Spain,Female,44,157622.58,1,1,120454.2,0
Germany,Male,48,126111.61,0,1,133961.19,0
France,Male,42,161651.37,1,1,131753.97,0
France,Female,40,142856.95,0,0,38019.74,0
Germany,Male,44,111100.98,1,1,28144.07,1
Spain,Male,35,102918.38,1,1,45959.86,0
France,Female,30,0,1,0,189528.72,0
France,Male,47,0,1,0,170481.98,0
France,Male,37,0,1,0,94845.45,0
Spain,Male,22,125265.61,1,1,161253.08,0
France,Male,37,82500.28,1,1,115260.72,0
Germany,Female,64,175754.87,1,1,60721.4,0
France,Female,47,109387.33,0,0,121365.45,0
France,Male,37,100443.36,0,1,101693.73,0
Spain,Female,54,83102.72,1,1,54132.93,0
Spain,Male,28,0,1,1,10666.05,0
France,Female,28,0,1,0,41227.67,0
France,Female,40,0,1,0,10712.82,0
France,Female,48,115290.27,0,0,98912.69,1
France,Female,42,0,1,0,197202.48,0
France,Female,40,140197.71,1,0,150720.39,0
France,Female,28,105245.34,0,1,74780.13,0
France,Male,50,0,0,1,79377.45,0
France,Male,32,0,1,1,8763.87,0
Germany,Male,35,142296.13,0,1,177112.7,0
Spain,Female,56,99097.33,1,1,85016.64,1
France,Male,28,171069.39,1,1,88689.4,0
France,Female,39,0,0,0,95985.64,0
France,Female,31,102523.88,1,1,166792.71,0
France,Male,35,0,1,1,68730.91,0
Germany,Male,44,143391.07,0,0,146891.07,1
Germany,Female,44,106022.73,0,0,148727.42,0
Spain,Female,36,0,1,0,43134.58,0
Germany,Male,36,128960.21,1,1,40318.33,0
France,Female,35,0,1,0,97633.93,0
France,Female,48,0,1,0,65069.03,0
France,Female,24,0,1,0,166335,0
France,Female,25,126442.59,1,0,121904.44,0
Spain,Male,51,0,1,1,175235.99,0
France,Male,37,127261.35,1,0,56185.05,0
Spain,Female,32,0,1,0,131625.14,0
France,Female,33,0,1,0,152323.04,0
France,Female,34,0,0,0,165840.94,0
Germany,Male,30,73481.05,1,1,176692.65,0
France,Male,34,160515.37,1,0,121904.14,0
Germany,Female,61,149525.34,1,0,123663.63,0
Germany,Male,43,166522.78,0,0,119644.59,1
France,Male,29,135536.5,1,0,66825.33,0
Germany,Female,43,120481.69,0,0,94875.03,1
Spain,Male,28,103421.32,0,1,76304.73,0
France,Male,33,135658.73,0,1,39755,0
France,Female,36,0,1,1,180142.42,0
France,Male,28,191402.82,1,0,83238.4,0
Germany,Male,50,94504.35,0,1,5078.9,0
Germany,Female,44,126147.84,0,1,132424.69,1
France,Female,46,0,1,1,109057.56,0
France,Male,33,0,1,0,115676.61,0
France,Male,43,87624.03,1,0,149401.33,0
France,Female,45,153697.53,0,0,89891.4,1
France,Female,25,0,0,0,82500.84,0
France,Male,39,0,1,0,6416.92,0
Germany,Female,45,116585.97,1,0,189428.75,1
Germany,Male,34,134464.58,1,0,178833.34,0
Germany,Male,62,83008.31,1,1,42766.03,0
Spain,Male,35,113635.16,1,0,90883.12,0
Spain,Female,36,0,1,0,80619.09,0
Germany,Male,41,122552.48,0,1,120646.4,0
Spain,Male,31,118899.45,0,0,41409.36,0
France,Female,29,99713.87,0,0,112317.89,0
France,Female,36,0,0,0,152128.36,0
France,Female,36,134208.22,0,1,177670.57,0
Germany,Female,41,85906.65,1,0,189159.97,0
Germany,Male,32,137714.25,0,1,159403.68,0
Spain,Male,33,160777.9,1,1,149536.15,0
France,Male,45,0,1,1,155492.87,0
France,Male,21,0,0,0,24847.02,0
France,Male,25,102585.88,1,1,115387.4,0
Germany,Female,39,102556.18,1,0,171971.25,1
Germany,Male,42,126772.57,0,1,126106.4,0
Germany,Female,38,158373.23,1,1,28228.35,0
France,Female,34,0,1,0,138113.71,0
Germany,Male,42,141927.1,1,1,43018.98,0
Spain,Male,47,109876.82,1,0,83611.45,1
France,Female,34,0,1,1,118863.38,0
Germany,Male,44,111369.79,1,1,91947.74,0
Spain,Male,35,116969.35,0,0,94488.82,0
Germany,Female,34,136729.51,0,0,47058.21,0
Germany,Female,44,152086.15,0,1,44719.5,1
Spain,Male,46,0,1,0,174478.54,0
Spain,Male,28,127289.28,0,0,45611.51,0
Germany,Male,45,119852.01,0,0,73853.94,1
Spain,Male,38,0,1,1,196517.43,0
Spain,Female,41,0,0,1,92914.67,0
France,Male,35,0,1,1,31372.91,0
France,Female,35,117183.74,1,1,109733.73,0
France,Male,33,129907.63,0,1,36083.96,0
Spain,Female,78,0,0,1,188435.38,0
Germany,Female,36,145387.32,1,1,169963.2,1
France,Male,35,124616.23,1,1,69320.97,0
France,Male,31,0,1,0,36145.53,0
Spain,Female,48,95808.19,0,0,137702.01,1
France,Male,35,0,1,0,71594.26,0
France,Female,42,0,0,1,65565.92,0
Spain,Female,36,117152.3,0,0,101828.39,0
France,Male,35,106250.72,0,0,39546.32,0
Germany,Female,27,111837.78,1,1,110805.79,0
France,Male,47,97023.21,1,1,2168.13,0
France,Female,31,137687.72,1,0,190067.12,0
Spain,Female,40,113348.5,1,1,77789.01,0
Spain,Male,24,122109.78,1,1,127654.37,0
France,Male,32,120452.4,0,0,79602.86,0
France,Female,53,0,1,1,80619.17,0
Spain,Male,34,65812.35,0,1,160346.3,0
Spain,Female,40,54428.37,1,0,109638.78,1
France,Female,75,0,1,1,1276.87,0
France,Male,33,0,1,0,49374.82,0
Germany,Female,48,143279.58,1,0,31580.8,1
Germany,Male,32,103846.65,1,0,20560.69,0
France,Male,37,125190.86,0,1,84584.69,0
France,Female,33,0,0,1,15246.83,0
France,Male,65,38340.02,1,0,32607.77,1
Germany,Female,28,123802.98,1,1,155846.69,0
France,Male,37,96651.03,1,1,3232.82,0
France,Male,33,0,1,0,177668.55,0
France,Male,39,0,0,0,134441.6,0
France,Male,43,133237.21,1,0,111032.79,1
France,Female,61,142105.35,1,1,45214.04,0
France,Male,37,166115.42,1,0,67208.3,0
France,Female,37,81070.34,1,0,80985.88,0
France,Male,35,0,1,1,167573.06,0
France,Female,53,123835.52,0,1,160110.65,0
France,Male,51,123401.43,1,1,127825.25,0
Germany,Male,49,169377.31,1,1,123535.05,0
France,Male,38,130015.24,1,1,41595.3,0
France,Male,32,0,0,1,97628.08,0
France,Male,34,133936.04,1,0,91359.79,0
France,Male,34,114543.27,1,1,97755.29,0
France,Female,31,119794.67,0,0,182528.44,0
France,Male,33,0,1,1,142956.48,0
Spain,Male,44,0,1,0,10789.3,0
France,Female,29,0,0,1,130461.09,0
Germany,Female,32,157138.99,1,0,190994.48,1
Spain,Male,45,0,1,1,159463.8,0
Germany,Female,41,136733.24,1,1,57589.29,0
Germany,Female,28,82498.14,0,0,40437.67,0
Spain,Male,39,151914.93,0,0,56459.45,0
France,Male,43,80090.93,1,0,39920,1
Spain,Male,51,83739.32,0,1,148798.45,0
France,Female,35,181166.44,1,1,63737.19,1
France,Male,38,130588.82,1,1,154997.64,0
France,Male,42,0,1,0,34777.23,0
Germany,Male,33,94126.67,0,0,93718.16,0
France,Male,32,0,1,0,133112.41,0
France,Male,38,148045.68,1,0,175479.92,1
France,Male,38,0,1,0,96.27,0
Spain,Male,33,0,1,0,30804.68,0
France,Female,44,168165.84,0,1,197193.49,0
Germany,Female,26,72835.56,1,0,96792.15,0
France,Male,41,0,1,0,132719.8,0
Germany,Male,31,123212.08,1,1,112157.31,0
Spain,Male,38,0,1,1,38015.34,0
Spain,Female,39,0,1,1,164018.98,0
France,Male,40,119501.88,1,0,46774.94,0
Germany,Female,39,144550.83,1,1,189664.43,0
Germany,Male,34,126729.41,1,1,26106.39,1
Germany,Male,36,119984.07,1,0,191535.11,1
France,Male,35,0,1,0,158937.55,0
Spain,Female,56,0,1,1,25222.6,1
Spain,Male,42,121490.05,1,1,29296.74,0
Spain,Male,46,91897.8,1,0,54394.28,0
Spain,Male,39,139443.75,1,0,9234.06,0
Germany,Male,35,144961.97,0,1,26796.73,0
Germany,Male,42,126041.02,0,1,11796.89,0
Germany,Male,28,69459.05,1,1,128461.29,0
France,Male,38,198338.77,1,1,14278.18,0
France,Male,36,0,1,0,46811.77,0
Germany,Male,35,109196.66,1,0,109393.19,1
Spain,Female,38,134168.5,1,0,3966.5,1
France,Male,34,0,1,1,63173.64,0
France,Male,29,0,1,0,66367.33,0
Spain,Female,36,0,1,1,16274.67,0
France,Male,40,0,1,1,180553.48,0
Germany,Male,65,120100.41,1,0,107563.16,1
France,Female,62,0,1,1,100941.57,0
Spain,Female,50,0,1,0,110230.4,0
Spain,Male,22,0,0,0,142331.85,0
Spain,Male,30,0,1,0,199099.51,0
Spain,Male,67,0,1,1,85890.16,0
France,Male,38,0,0,0,143938.27,0
Spain,Female,31,0,0,1,131644.41,0
Spain,Female,31,0,1,0,112395.98,0
Germany,Male,38,135559.8,1,1,71856.3,0
Germany,Female,25,150355.35,1,1,35770.84,0
France,Female,37,0,1,1,124364.63,0
France,Female,35,133489.12,1,1,78101.29,0
Germany,Female,37,105489.31,0,0,143096.49,1
Germany,Male,25,60205.2,1,0,14073.11,0
France,Male,38,0,1,0,47388.41,0
Spain,Male,19,0,0,0,72306.07,0
Spain,Male,50,0,1,0,184839.7,1
France,Male,40,0,1,1,47886.44,0
France,Male,33,0,0,1,130474.03,0
Spain,Male,35,0,0,1,73181.39,1
France,Female,42,112333.63,1,1,65706.86,0
Germany,Female,57,116936.81,1,1,104379.36,0
Germany,Female,50,117721.02,0,1,192146.63,1
France,Male,37,165896.22,1,1,66977.68,0
Spain,Female,44,153656.85,1,0,158742.81,0
France,Female,50,94164,1,1,189414.74,0
Spain,Male,39,0,1,0,159130.32,0
France,Male,49,191808.73,0,0,97640.2,0
France,Male,58,152199.33,1,1,86022.09,0
Germany,Female,52,125396.24,1,0,10014.72,1
Germany,Male,41,104405.54,1,0,17384.21,0
France,Female,27,133801.49,1,1,143315.57,0
Spain,Female,40,0,1,0,31669.18,0
France,Female,28,0,0,0,12761.16,0
Germany,Male,42,100047.33,1,0,93429.95,0
France,Female,31,109848.6,1,1,42012.55,0
France,Female,32,127849.38,1,0,15798.7,0
Spain,Female,46,0,1,1,56408.14,0
France,Female,29,95947.76,1,0,4696.44,0
Spain,Male,26,0,1,1,25042.1,0
France,Male,43,137638.69,1,0,130442.08,1
France,Male,38,0,1,1,136521.82,0
Spain,Male,41,0,1,1,199108.88,0
France,Male,31,0,0,0,124596.63,0
France,Female,44,0,0,0,134394.78,0
France,Male,38,89416.99,0,0,144275.39,0
Spain,Male,42,0,1,1,123410.23,0
Spain,Female,45,0,1,0,143298.06,0
France,Female,60,143262.04,1,1,129562.74,0
Spain,Female,35,119656.45,1,1,4595.05,0
France,Male,29,132954.64,1,1,146715.07,0
Germany,Female,44,105206.7,1,1,163558.36,0
Spain,Male,28,0,0,0,6947.09,0
Spain,Female,37,83061.26,1,0,9170.54,0
France,Male,40,147650.68,1,1,199674.83,0
France,Male,44,73348.56,1,0,157166.79,1
France,Male,28,0,1,0,46072.52,0
France,Female,38,0,0,0,3524.69,0
Spain,Female,27,116320.68,0,1,45563.94,0
France,Male,33,0,0,1,59103.13,0
France,Female,29,0,1,1,189558.44,0
France,Female,38,0,0,0,45779.9,0
France,Male,61,66250.71,1,1,21859.06,0
Germany,Female,24,95675.62,0,0,162699.7,1
Germany,Male,42,92616.64,1,0,8567.18,0
Spain,Female,41,0,1,0,132943.88,0
Spain,Female,36,0,1,1,12916.32,1
Spain,Female,37,100565.94,1,1,128799.86,0
Spain,Female,42,190305.78,1,0,99347.8,1
Germany,Female,35,118536.4,1,0,40980.87,1
France,Male,19,127649.64,1,1,40368.65,0
France,Male,35,165358.77,0,1,94738.54,0
Spain,Male,29,0,1,1,88842.8,0
Germany,Female,36,78249.53,1,0,136934.91,0
Germany,Female,61,125193.96,1,1,109356.53,0
France,Female,29,0,0,0,199635.93,0
Germany,Female,41,154007.21,1,0,158408.23,0
Spain,Female,43,133214.88,1,1,95936.84,0
Spain,Male,63,146202.93,1,1,126688.83,1
France,Female,27,0,1,0,150850.29,0
France,Male,30,90963.49,0,1,27802,0
Spain,Male,41,0,1,0,32430.94,1
France,Female,52,0,1,0,137332.37,1
Spain,Male,68,114386.85,1,1,28601.68,0
France,Female,26,0,1,0,108411.66,0
France,Female,40,0,0,1,122518.5,0
France,Female,38,0,1,0,9015.07,0
Spain,Male,71,137260.78,0,1,94433.08,1
France,Male,33,111060.05,1,0,110371.84,0
Spain,Male,60,124447.73,1,1,141364.62,1
France,Female,34,0,1,1,16245.25,0
France,Male,42,0,0,1,108348.94,1
Germany,Male,33,135310.41,0,1,171668.2,0
France,Male,32,0,1,0,67364.42,0
France,Female,73,0,0,1,107867.38,0
France,Male,29,0,1,0,194310.1,0
Spain,Male,34,139393.19,0,0,33950.08,0
Spain,Male,28,0,0,0,197588.32,0
France,Female,26,104258.8,1,1,428.23,0
France,Female,26,0,0,1,34948.77,0
Germany,Male,32,113447.01,1,0,82084.3,0
France,Male,33,0,1,0,64804.59,0
Germany,Female,33,111063.73,1,0,83556.65,0
Germany,Female,30,161378.02,0,0,71926.28,1
Spain,Female,39,82766.43,1,1,122925.44,0
Spain,Male,29,0,1,0,13133.88,0
France,Female,61,104267.7,1,0,62845.64,1
France,Female,25,91718.8,0,0,28411.23,0
Spain,Female,47,63488.7,0,1,28640.92,1
Spain,Female,46,12459.19,0,0,156787.34,1
Germany,Female,37,159863.9,0,1,125307.87,0
Germany,Male,23,104592.55,1,0,131736.23,0
Spain,Female,50,132088.59,1,1,128262.14,0
Spain,Female,39,0,1,0,91366.42,0
Spain,Male,44,120654.68,1,0,82290.81,0
France,Female,30,0,1,0,66190.21,0
France,Female,32,83772.95,0,1,23920.65,0
France,Female,31,172325.67,0,1,45438.38,0
France,Male,46,117685.31,1,1,93360.35,0
France,Male,41,0,0,1,14496.67,0
France,Male,39,0,0,0,168521.72,0
Spain,Female,64,0,1,1,103318.44,0
France,Male,35,135871.5,1,1,87219.41,0
France,Male,41,0,1,1,197490.39,1
Germany,Female,49,128504.76,1,0,126812.63,1
France,Male,36,0,1,0,94283.09,0
France,Female,42,56228.25,1,0,46857.52,0
Germany,Female,45,98792.4,1,0,81491.7,1
Germany,Male,40,181768.32,1,1,129107.97,0
Spain,Female,48,101198.01,1,1,49732.9,0
France,Male,25,0,0,1,88728.47,0
France,Female,60,0,1,1,86981.45,0
France,Female,39,0,1,0,3740.93,0
France,Male,34,139064.06,0,0,67949.32,0
France,Female,35,104508.1,1,1,147636.46,0
Germany,Male,35,113948.58,1,0,188891.96,1
France,Male,47,0,0,1,25482.62,0
France,Female,39,0,1,1,18391.93,0
France,Male,31,0,0,1,140168.36,0
Germany,Male,37,117524.72,0,1,161064.29,0
France,Female,37,160389.82,0,1,183542.08,0
France,Female,37,0,1,0,194238.92,0
France,Male,27,125547.53,0,0,7900.46,0
Spain,Male,46,92783.68,1,1,51424.29,0
Germany,Male,49,97036.22,1,0,152450.84,1
France,Male,34,0,0,0,55816.2,0
France,Female,26,0,1,1,32909.13,0
Spain,Male,40,102145.13,1,1,100637.07,0
France,Female,33,113452.66,0,0,142911.99,0
Spain,Female,46,155681.72,1,0,26287.21,0
Germany,Male,38,127475.24,0,0,60775.76,1
France,Male,41,0,1,1,146257.77,0
France,Male,43,112751.13,1,1,28332,0
France,Female,29,0,1,1,100919.19,0
France,Male,45,144889.18,1,1,102591.9,1
Spain,Male,40,0,1,1,25554.4,0
France,Female,22,150126.44,1,0,152107.93,1
France,Male,54,69712.74,1,1,69381.05,0
Spain,Female,44,0,0,1,101728.46,0
France,Male,31,0,0,0,89040.61,0
Germany,Female,35,117438.92,1,1,16910.98,0
France,Male,38,119315.75,1,0,150468.35,0
France,Female,30,89571.59,1,1,177613.19,0
Germany,Female,34,102251.57,1,0,120672.09,0
France,Male,42,118546.71,0,1,77142.85,0
France,Male,61,0,0,1,127804.66,1
Spain,Male,38,103257.14,0,0,158344.63,0
Spain,Female,43,124209.02,1,1,167179.48,0
Spain,Male,32,0,1,1,15404.64,0
Spain,Female,41,150302.84,1,1,156036.19,0
Spain,Male,34,108653.93,0,1,144725.14,0
France,Female,45,85325.93,0,0,22558.74,0
France,Female,29,0,0,0,147342.03,0
Germany,Male,37,135776.36,1,0,85470.45,1
France,Male,40,131411.24,1,1,194656.11,0
Spain,Female,36,0,1,1,48505.1,0
Spain,Female,41,0,0,0,101491.23,0
Germany,Female,45,106431.97,1,1,164117.69,0
France,Male,50,90305.76,1,1,124626.57,0
Germany,Male,28,117466.03,1,1,34490.06,0
France,Male,32,148884.47,1,1,90967.37,0
Germany,Female,44,91115.76,0,0,24208.84,1
Germany,Female,37,77373.87,0,1,174873.09,0
Spain,Male,23,104744.89,1,0,170262.97,0
France,Female,31,0,1,1,112289.06,0
Germany,Male,39,91538.51,1,1,93783,0
France,Female,32,0,1,1,150026.79,0
France,Female,34,185734.75,1,1,102036.82,0
France,Male,30,143396.54,1,1,898.51,0
France,Male,40,125909.85,1,1,95124.4,0
France,Female,45,0,0,0,11514.39,0
France,Male,36,154525.7,0,1,27468.72,0
France,Female,29,0,1,0,37092.43,0
France,Male,51,100654.8,1,0,171587.9,0
Spain,Male,44,83325.77,0,1,80828.78,0
France,Male,35,110934.54,1,0,169287.99,0
Spain,Female,36,113680.54,0,0,13197.44,0
Germany,Male,31,117020.08,1,0,54439.53,0
France,Female,49,145359.99,1,0,38186.85,0
Germany,Female,39,151391.68,1,0,27274.6,1
Spain,Male,66,123935.35,1,1,65758.19,0
France,Female,36,0,1,0,97767.63,0
Spain,Male,40,70291.02,1,1,115468.84,1
Germany,Female,42,166031.45,1,0,98293.14,0
Germany,Male,36,96643.32,0,0,182059.28,0
Spain,Female,33,0,0,1,128538.05,0
France,Male,71,0,1,1,108841.83,0
France,Male,29,0,1,1,18581.84,0
France,Male,48,0,0,1,146821.42,0
France,Male,40,0,0,0,100727.68,0
Germany,Male,26,97268.1,1,0,39356.38,0
France,Female,42,0,0,0,169921.11,1
Germany,Female,55,76296.81,1,0,42364.75,1
Spain,Male,27,0,1,0,28823.04,0
Germany,Female,42,64497.94,0,1,182436.81,1
France,Male,38,0,1,0,115700.2,0
Spain,Female,32,0,1,0,16725.53,0
France,Male,57,0,1,1,56875.76,0
France,Male,39,0,1,0,56214.09,0
Spain,Female,45,0,1,1,193412.05,0
France,Male,37,0,0,0,83263.04,0
Spain,Male,54,134249.7,0,1,13404.4,0
France,Female,45,0,1,1,184474.15,1
France,Male,30,105443.68,1,1,121124.53,0
Spain,Female,50,0,0,1,152567.75,1
France,Male,35,0,1,0,10722.54,0
Spain,Male,38,0,0,0,58010.98,0
Germany,Female,35,86147.46,1,0,163440.8,1
Spain,Female,38,96939.06,1,1,102606.92,0
Spain,Male,47,106758.6,1,1,80591.18,0
France,Female,33,112528.65,1,0,177362.45,0
France,Male,60,116563.58,1,0,120257.7,1
France,Male,32,0,1,1,180622.02,0
Spain,Female,42,0,0,0,130404.53,0
Spain,Female,38,141786.78,0,1,147797.54,0
France,Male,41,136416.82,0,1,57844.26,0
France,Male,30,0,1,0,162523.66,0
Germany,Female,40,133245.52,1,1,54495.82,0
Germany,Female,41,90757.64,0,1,169183.66,0
France,Male,43,92350.36,0,1,80262.91,0
Germany,Male,69,78778.49,0,1,8751.59,0
Germany,Female,34,102143.93,1,1,102628.98,0
France,Male,29,0,1,1,94823.95,0
Germany,Male,37,98459.6,0,0,90821.66,0
Germany,Female,47,114603.76,1,0,153194.32,1
Spain,Male,35,0,1,0,87310.59,0
Germany,Female,51,148074.79,1,0,146411.41,1
Spain,Male,36,0,1,1,74048.1,1
Spain,Female,62,108004.64,1,1,23386.77,1
Germany,Female,29,107712.57,1,1,92898.17,0
Spain,Male,35,0,1,1,45956.05,0
Spain,Female,37,0,1,0,71738.56,0
France,Male,32,145303.52,1,0,103560.98,0
Germany,Male,37,138476.41,1,1,52367.29,0
France,Female,27,127471.56,1,1,152916.05,1
France,Male,26,156551.63,0,1,4410.77,0
Germany,Female,49,97092.87,1,0,74771.22,1
France,Male,32,0,1,0,193817.63,1
Spain,Male,37,129312.79,1,1,26793.82,0
Germany,Female,29,100315.1,1,1,32526.64,0
France,Female,35,81684.97,1,0,824,0
Spain,Male,51,88827.53,0,0,85250.77,1
Germany,Male,40,152092.44,1,1,83508.93,0
Spain,Male,71,0,1,1,173599.38,0
France,Female,49,0,1,0,79342.31,1
Spain,Female,38,102406.76,0,1,57600.66,0
France,Male,21,109130.96,1,1,56191.99,0
France,Male,29,0,1,1,6770.44,0
Germany,Male,33,75242.28,0,1,101694.67,0
Spain,Male,29,0,1,0,69113.14,0
France,Female,45,0,0,0,172674.36,1
Germany,Male,33,129142.54,1,1,26606.28,0
France,Male,51,0,0,0,53353.36,0
Germany,Female,22,139129.92,1,1,63747.51,0
Spain,Male,33,0,0,1,190112.05,0
Spain,Male,22,66483.32,0,1,110317.39,0
Germany,Male,40,62389.03,1,0,148623.43,1
France,Female,34,0,1,1,125253.46,0
France,Male,46,91857.66,1,0,101954.78,1
Spain,Male,31,0,1,0,168462.26,0
France,Female,56,0,1,0,26215.85,1
France,Female,30,176173.52,1,0,97045.32,1
Spain,Male,38,0,0,1,53534.8,0
France,Female,37,131834.76,1,0,8949.2,0
France,Male,48,92347.96,1,1,163116.75,0
France,Male,40,0,1,1,140745.91,0
France,Male,40,95297.11,0,0,171515.84,0
France,Female,32,0,0,0,150803.44,0
France,Male,39,0,1,0,76884.05,0
France,Female,53,123845.36,0,1,170454.93,1
Germany,Male,62,143426.34,1,1,143104.3,0
France,Male,46,0,1,1,55701.62,0
Germany,Male,31,112708.2,0,1,186370.3,0
France,Male,43,100013.51,1,0,24275.32,0
France,Female,33,208165.53,0,0,50774.81,1
Spain,Male,21,0,0,1,154279.87,0
France,Female,40,0,1,0,68462.59,1
France,Male,19,0,1,1,91036.74,0
France,Female,33,121685.31,1,1,83681.97,0
France,Male,39,111525.02,1,0,199484.96,0
France,Male,26,0,0,0,152491.22,0
Germany,Male,36,113546.3,1,1,134875.37,0
France,Male,41,95696.52,1,1,184366.14,0
France,Male,28,88963.31,1,1,189839.93,0
Spain,Male,31,144880.34,0,1,175643.44,0
France,Male,55,136576.02,0,1,3268.17,1
France,Female,38,63093.01,1,1,47089.72,0
Germany,Male,38,132271.12,1,1,46562.02,0
France,Female,29,88814.4,1,1,62487.97,0
Germany,Male,40,90594.55,0,1,181598.25,0
Germany,Female,33,141816.25,1,0,64815.05,1
France,Female,54,138547.97,1,1,70196.23,1
France,Female,31,52192.08,0,1,160383.47,0
France,Male,38,124976.19,1,0,35848.12,0
France,Female,34,0,1,0,87278.48,0
